order_id,order_date,supplier_name,product_name,carrier,warehouse,country,quantity,unit_price,status,delay_days,stock_level,reorder_point,revenue,total_amount
ORD-1253,2024-05-15,Pan-Africa Distributors,Raw Cotton,G4S Logistics,Eldoret,Tanzania,169,246.4,Shipped,9,344,177,41641.6,41641.6
ORD-1375,2024-05-15,Rift Valley Suppliers,Industrial Bearings,DHL,Nairobi,Ethiopia,125,143.17,Cancelled,8,166,54,17896.25,17896.25
ORD-1143,2024-05-15,East Africa Logistics,Raw Cotton,Kenya Airways Cargo,Eldoret,Tanzania,270,212.55,Delivered,5,593,136,57388.5,57388.5
ORD-1439,2024-05-15,Kenya Procurement Co,Industrial Bearings,Siginon Logistics,Eldoret,Kenya,490,139.49,Delivered,0,54,120,68350.1,68350.1
ORD-1458,2024-05-15,Lake Region Trading,Chemical Compounds,Kenya Airways Cargo,Mombasa,Kenya,242,181.79,Shipped,0,871,161,43993.18,43993.18
ORD-1098,2024-05-16,Global Freight KE,Office Supplies,DHL,Mombasa,Rwanda,211,206.06,Delivered,5,587,182,43478.66,43478.66
ORD-1188,2024-05-16,Lake Region Trading,Steel Rods,Siginon Logistics,Kisumu,Uganda,240,85.91,Shipped,3,453,59,20618.4,20618.4
ORD-1129,2024-05-17,Kampala Wholesale,Packaging Material,G4S Logistics,Kisumu,Rwanda,336,217.44,Processing,0,588,178,73059.84,73059.84
ORD-1112,2024-05-18,Kampala Wholesale,Chemical Compounds,DHL,Nairobi,Kenya,217,88.45,Delivered,6,68,198,19193.65,19193.65
ORD-1491,2024-05-19,Mombasa Trading Co,Safety Equipment,Siginon Logistics,Eldoret,Ethiopia,351,126.38,Cancelled,1,968,77,44359.38,44359.38
ORD-1004,2024-05-20,Nairobi Supplies Ltd,Raw Cotton,DHL,Nairobi,Ethiopia,116,77.64,Delivered,0,304,135,9006.24,9006.24
ORD-1044,2024-05-22,Kenya Procurement Co,Safety Equipment,FedEx,Mombasa,Uganda,280,111.21,Cancelled,4,810,128,31138.8,31138.8
ORD-1088,2024-05-22,Dar es Salaam Imports,Industrial Bearings,G4S Logistics,Mombasa,Ethiopia,63,155.88,Delivered,5,969,101,9820.44,9820.44
ORD-1297,2024-05-22,East Africa Logistics,Office Supplies,FedEx,Nairobi,Tanzania,410,156.23,Cancelled,10,377,86,64054.3,64054.3
ORD-1343,2024-05-22,Rift Valley Suppliers,Industrial Bearings,DHL,Eldoret,Tanzania,424,85.87,Shipped,2,649,197,36408.88,36408.88
ORD-1034,2024-05-22,Dar es Salaam Imports,Medical Supplies,Kenya Airways Cargo,Kisumu,Kenya,262,211.3,Delivered,8,160,103,55360.6,55360.6
ORD-1492,2024-05-24,Kenya Procurement Co,Steel Rods,Kenya Airways Cargo,Kisumu,Rwanda,160,186.66,Cancelled,4,448,75,29865.6,29865.6
ORD-1465,2024-05-25,Mombasa Trading Co,Chemical Compounds,Siginon Logistics,Nairobi,Kenya,108,50.67,Delivered,13,83,174,5472.36,5472.36
ORD-1379,2024-05-26,East Africa Logistics,Safety Equipment,DHL,Eldoret,Rwanda,429,62.14,Shipped,0,740,53,26658.06,26658.06
ORD-1081,2024-05-28,Lake Region Trading,Safety Equipment,G4S Logistics,Mombasa,Uganda,90,222.24,Delivered,0,174,53,20001.6,20001.6
ORD-1193,2024-05-30,Kenya Procurement Co,Office Supplies,Kenya Airways Cargo,Nairobi,Kenya,231,186.54,Delivered,5,664,167,43090.74,43090.74
ORD-1067,2024-05-30,Global Freight KE,Safety Equipment,Siginon Logistics,Nairobi,Tanzania,274,88.76,Cancelled,0,945,175,24320.24,24320.24
ORD-1390,2024-05-31,Kampala Wholesale,Electronic Components,DHL,Kisumu,Kenya,411,97.8,Delivered,10,707,106,40195.8,40195.8
ORD-1209,2024-06-01,Dar es Salaam Imports,Packaging Material,Siginon Logistics,Eldoret,Uganda,75,231.54,Delivered,4,363,71,17365.5,17365.5
ORD-1480,2024-06-02,Kampala Wholesale,Chemical Compounds,Kenya Airways Cargo,Mombasa,Ethiopia,499,100.91,Delivered,0,803,117,50354.09,50354.09
ORD-1444,2024-06-02,Kampala Wholesale,Medical Supplies,FedEx,Mombasa,Rwanda,13,5.66,Cancelled,11,907,110,73.58,73.58
ORD-1471,2024-06-03,Lake Region Trading,Medical Supplies,G4S Logistics,Nairobi,Kenya,478,172.33,Processing,4,799,187,82373.74,82373.74
ORD-1232,2024-06-06,Global Freight KE,Medical Supplies,Kenya Airways Cargo,Eldoret,Ethiopia,455,93.28,Shipped,6,892,141,42442.4,42442.4
ORD-1265,2024-06-08,Pan-Africa Distributors,Industrial Bearings,DHL,Kisumu,Uganda,396,135.91,Shipped,4,311,113,53820.36,53820.36
ORD-1398,2024-06-09,Rift Valley Suppliers,Packaging Material,G4S Logistics,Nairobi,Tanzania,454,6.85,Processing,11,538,63,3109.9,3109.9
ORD-1437,2024-06-09,Rift Valley Suppliers,Medical Supplies,FedEx,Eldoret,Kenya,376,116.3,Delivered,23,669,166,43728.8,43728.8
ORD-1127,2024-06-10,Rift Valley Suppliers,Medical Supplies,Kenya Airways Cargo,Eldoret,Tanzania,74,66.25,Delivered,7,584,169,4902.5,4902.5
ORD-1135,2024-06-10,Dar es Salaam Imports,Safety Equipment,FedEx,Mombasa,Rwanda,72,97.54,Cancelled,0,380,59,7022.88,7022.88
ORD-1446,2024-06-10,Pan-Africa Distributors,Safety Equipment,Kenya Airways Cargo,Nairobi,Rwanda,201,120.93,Cancelled,13,979,77,24306.93,24306.93
ORD-1432,2024-06-10,Rift Valley Suppliers,Electronic Components,Kenya Airways Cargo,Nairobi,Ethiopia,235,129.0,Shipped,1,302,164,30315.0,30315.0
ORD-1224,2024-06-14,Global Freight KE,Packaging Material,G4S Logistics,Nairobi,Tanzania,357,101.66,Delivered,6,782,185,36292.62,36292.62
ORD-1118,2024-06-15,Kenya Procurement Co,Packaging Material,G4S Logistics,Eldoret,Ethiopia,419,14.6,Processing,2,703,161,6117.4,6117.4
ORD-1293,2024-06-18,Kenya Procurement Co,Chemical Compounds,Siginon Logistics,Mombasa,Uganda,448,197.24,Cancelled,5,520,181,88363.52,88363.52
ORD-1048,2024-06-21,Kenya Procurement Co,Industrial Bearings,FedEx,Kisumu,Tanzania,455,24.81,Shipped,2,305,177,11288.55,11288.55
ORD-1277,2024-06-22,Global Freight KE,Electronic Components,Kenya Airways Cargo,Eldoret,Kenya,352,220.16,Delivered,10,384,139,77496.32,77496.32
ORD-1331,2024-06-22,Rift Valley Suppliers,Machinery Parts,FedEx,Nairobi,Tanzania,433,243.41,Processing,9,630,143,105396.53,105396.53
ORD-1043,2024-06-23,Mombasa Trading Co,Industrial Bearings,DHL,Eldoret,Rwanda,473,102.71,Shipped,3,250,74,48581.83,48581.83
ORD-1191,2024-06-23,Rift Valley Suppliers,Safety Equipment,DHL,Eldoret,Tanzania,105,104.27,Delivered,11,220,140,10948.35,10948.35
ORD-1496,2024-06-24,Nairobi Supplies Ltd,Machinery Parts,G4S Logistics,Eldoret,Rwanda,499,178.21,Delivered,0,701,93,88926.79,88926.79
ORD-1055,2024-06-25,Global Freight KE,Medical Supplies,Kenya Airways Cargo,Mombasa,Rwanda,494,28.0,Delivered,10,426,195,13832.0,13832.0
ORD-1460,2024-06-27,Kenya Procurement Co,Office Supplies,DHL,Kisumu,Uganda,289,196.47,Processing,0,363,115,56779.83,56779.83
ORD-1317,2024-06-30,East Africa Logistics,Industrial Bearings,FedEx,Nairobi,Uganda,157,90.12,Processing,7,145,196,14148.84,14148.84
ORD-1095,2024-06-30,Mombasa Trading Co,Industrial Bearings,Kenya Airways Cargo,Kisumu,Rwanda,227,145.47,Shipped,5,302,141,33021.69,33021.69
ORD-1053,2024-07-02,Kenya Procurement Co,Medical Supplies,FedEx,Mombasa,Ethiopia,329,113.38,Delivered,6,183,127,37302.02,37302.02
ORD-1072,2024-07-04,Dar es Salaam Imports,Raw Cotton,Siginon Logistics,Eldoret,Kenya,101,47.96,Delivered,0,340,148,4843.96,4843.96
ORD-1155,2024-07-04,Nairobi Supplies Ltd,Chemical Compounds,FedEx,Mombasa,Rwanda,416,196.42,Delivered,0,654,182,81710.72,81710.72
ORD-1228,2024-07-04,Global Freight KE,Machinery Parts,Kenya Airways Cargo,Eldoret,Ethiopia,234,163.48,Cancelled,0,469,135,38254.32,38254.32
ORD-1092,2024-07-05,East Africa Logistics,Machinery Parts,Kenya Airways Cargo,Kisumu,Tanzania,486,160.92,Delivered,0,144,165,78207.12,78207.12
ORD-1094,2024-07-08,Lake Region Trading,Medical Supplies,FedEx,Nairobi,Ethiopia,411,170.91,Delivered,20,647,56,70244.01,70244.01
ORD-1464,2024-07-08,East Africa Logistics,Machinery Parts,Siginon Logistics,Nairobi,Ethiopia,104,207.16,Processing,2,148,161,21544.64,21544.64
ORD-1216,2024-07-10,Kenya Procurement Co,Steel Rods,DHL,Kisumu,Kenya,37,77.15,Cancelled,10,814,168,2854.55,2854.55
ORD-1269,2024-07-10,Global Freight KE,Machinery Parts,FedEx,Mombasa,Rwanda,449,182.9,Delivered,0,297,198,82122.1,82122.1
ORD-1064,2024-07-12,Mombasa Trading Co,Chemical Compounds,DHL,Eldoret,Rwanda,325,143.68,Shipped,1,812,59,46696.0,46696.0
ORD-1111,2024-07-13,Rift Valley Suppliers,Office Supplies,Siginon Logistics,Eldoret,Rwanda,222,172.0,Shipped,10,303,188,38184.0,38184.0
ORD-1087,2024-07-13,Dar es Salaam Imports,Chemical Compounds,Siginon Logistics,Kisumu,Rwanda,399,172.57,Shipped,10,426,173,68855.43,68855.43
ORD-1372,2024-07-13,Kampala Wholesale,Steel Rods,G4S Logistics,Kisumu,Rwanda,129,30.69,Processing,4,101,98,3959.01,3959.01
ORD-1051,2024-07-13,Mombasa Trading Co,Industrial Bearings,Siginon Logistics,Kisumu,Uganda,64,19.26,Delivered,6,38,190,1232.64,1232.64
ORD-1174,2024-07-14,Rift Valley Suppliers,Machinery Parts,Kenya Airways Cargo,Kisumu,Rwanda,264,130.76,Delivered,6,866,161,34520.64,34520.64
ORD-1173,2024-07-16,Kenya Procurement Co,Office Supplies,Kenya Airways Cargo,Eldoret,Ethiopia,227,40.92,Processing,0,266,160,9288.84,9288.84
ORD-1374,2024-07-18,Kampala Wholesale,Steel Rods,Siginon Logistics,Nairobi,Rwanda,417,49.66,Processing,0,287,123,20708.22,20708.22
ORD-1139,2024-07-21,Mombasa Trading Co,Office Supplies,G4S Logistics,Mombasa,Kenya,172,77.92,Cancelled,8,613,83,13402.24,13402.24
ORD-1440,2024-07-21,Pan-Africa Distributors,Medical Supplies,DHL,Eldoret,Tanzania,462,54.42,Delivered,2,911,135,25142.04,25142.04
ORD-1154,2024-07-23,Nairobi Supplies Ltd,Office Supplies,Kenya Airways Cargo,Kisumu,Rwanda,57,236.82,Processing,9,724,66,13498.74,13498.74
ORD-1266,2024-07-23,Kenya Procurement Co,Chemical Compounds,Kenya Airways Cargo,Mombasa,Ethiopia,122,188.73,Delivered,8,240,155,23025.06,23025.06
ORD-1128,2024-07-24,Nairobi Supplies Ltd,Office Supplies,FedEx,Mombasa,Kenya,354,147.23,Delivered,4,756,186,52119.42,52119.42
ORD-1369,2024-07-24,Dar es Salaam Imports,Electronic Components,FedEx,Kisumu,Ethiopia,413,217.47,Delivered,5,530,118,89815.11,89815.11
ORD-1418,2024-07-25,Pan-Africa Distributors,Industrial Bearings,Kenya Airways Cargo,Kisumu,Ethiopia,380,206.11,Delivered,17,802,192,78321.8,78321.8
ORD-1329,2024-07-25,Dar es Salaam Imports,Medical Supplies,Kenya Airways Cargo,Nairobi,Uganda,498,219.21,Processing,2,225,149,109166.58,109166.58
ORD-1311,2024-07-27,Nairobi Supplies Ltd,Electronic Components,Siginon Logistics,Eldoret,Ethiopia,133,117.54,Delivered,4,530,129,15632.82,15632.82
ORD-1364,2024-07-27,Pan-Africa Distributors,Industrial Bearings,G4S Logistics,Eldoret,Tanzania,108,37.61,Processing,0,458,158,4061.88,4061.88
ORD-1319,2024-07-29,Mombasa Trading Co,Office Supplies,G4S Logistics,Nairobi,Kenya,452,147.01,Processing,1,675,196,66448.52,66448.52
ORD-1427,2024-08-02,Mombasa Trading Co,Office Supplies,Kenya Airways Cargo,Kisumu,Rwanda,60,185.38,Cancelled,2,547,118,11122.8,11122.8
ORD-1030,2024-08-02,Nairobi Supplies Ltd,Chemical Compounds,G4S Logistics,Eldoret,Tanzania,170,207.83,Shipped,7,484,63,35331.1,35331.1
ORD-1318,2024-08-04,Lake Region Trading,Raw Cotton,FedEx,Mombasa,Tanzania,261,56.24,Processing,0,914,109,14678.64,14678.64
ORD-1341,2024-08-04,Global Freight KE,Packaging Material,DHL,Kisumu,Rwanda,443,224.08,Delivered,13,159,194,99267.44,99267.44
ORD-1170,2024-08-04,East Africa Logistics,Medical Supplies,Siginon Logistics,Nairobi,Kenya,140,59.53,Shipped,8,939,113,8334.2,8334.2
ORD-1257,2024-08-04,Nairobi Supplies Ltd,Safety Equipment,Siginon Logistics,Eldoret,Kenya,189,208.15,Delivered,10,350,193,39340.35,39340.35
ORD-1380,2024-08-04,Mombasa Trading Co,Medical Supplies,DHL,Kisumu,Kenya,431,89.02,Cancelled,10,352,175,38367.62,38367.62
ORD-1015,2024-08-04,Rift Valley Suppliers,Electronic Components,FedEx,Mombasa,Ethiopia,382,222.22,Shipped,14,956,56,84888.04,84888.04
ORD-1042,2024-08-04,Kenya Procurement Co,Raw Cotton,Siginon Logistics,Nairobi,Rwanda,197,15.06,Shipped,11,215,198,2966.82,2966.82
ORD-1152,2024-08-07,Mombasa Trading Co,Steel Rods,FedEx,Mombasa,Uganda,427,140.66,Delivered,10,454,178,60061.82,60061.82
ORD-1316,2024-08-08,Mombasa Trading Co,Chemical Compounds,Siginon Logistics,Nairobi,Kenya,268,157.1,Delivered,14,856,131,42102.8,42102.8
ORD-1194,2024-08-10,Pan-Africa Distributors,Chemical Compounds,DHL,Mombasa,Tanzania,494,192.96,Delivered,12,11,62,95322.24,95322.24
ORD-1467,2024-08-12,Rift Valley Suppliers,Safety Equipment,FedEx,Nairobi,Uganda,490,160.27,Delivered,12,405,125,78532.3,78532.3
ORD-1270,2024-08-12,Dar es Salaam Imports,Industrial Bearings,Kenya Airways Cargo,Eldoret,Rwanda,90,190.48,Delivered,8,951,177,17143.2,17143.2
ORD-1348,2024-08-14,Pan-Africa Distributors,Electronic Components,Siginon Logistics,Kisumu,Kenya,261,130.36,Delivered,1,440,173,34023.96,34023.96
ORD-1032,2024-08-17,Dar es Salaam Imports,Office Supplies,DHL,Nairobi,Rwanda,323,241.49,Delivered,0,58,159,78001.27,78001.27
ORD-1339,2024-08-17,Pan-Africa Distributors,Chemical Compounds,Siginon Logistics,Mombasa,Tanzania,450,135.93,Shipped,0,987,167,61168.5,61168.5
ORD-1272,2024-08-19,Pan-Africa Distributors,Medical Supplies,FedEx,Eldoret,Kenya,122,64.07,Delivered,5,83,115,7816.54,7816.54
ORD-1378,2024-08-20,Mombasa Trading Co,Electronic Components,Kenya Airways Cargo,Mombasa,Ethiopia,465,136.16,Shipped,7,743,139,63314.4,63314.4
ORD-1196,2024-08-20,Kampala Wholesale,Medical Supplies,G4S Logistics,Eldoret,Rwanda,240,187.33,Processing,10,993,193,44959.2,44959.2
ORD-1089,2024-08-20,Global Freight KE,Electronic Components,DHL,Mombasa,Tanzania,115,236.25,Cancelled,10,413,101,27168.75,27168.75
ORD-1450,2024-08-22,Nairobi Supplies Ltd,Packaging Material,G4S Logistics,Mombasa,Ethiopia,229,213.43,Delivered,10,236,147,48875.47,48875.47
ORD-1141,2024-08-22,Pan-Africa Distributors,Industrial Bearings,Siginon Logistics,Nairobi,Tanzania,298,18.1,Cancelled,8,453,128,5393.8,5393.8
ORD-1445,2024-08-22,Pan-Africa Distributors,Medical Supplies,DHL,Kisumu,Uganda,44,33.59,Delivered,3,647,147,1477.96,1477.96
ORD-1061,2024-08-23,Dar es Salaam Imports,Safety Equipment,FedEx,Nairobi,Tanzania,283,111.74,Delivered,0,150,109,31622.42,31622.42
ORD-1110,2024-08-24,Kampala Wholesale,Industrial Bearings,DHL,Mombasa,Uganda,305,99.42,Processing,13,52,131,30323.1,30323.1
ORD-1344,2024-08-24,Kampala Wholesale,Raw Cotton,Siginon Logistics,Kisumu,Ethiopia,487,83.79,Processing,4,968,96,40805.73,40805.73
ORD-1320,2024-08-27,East Africa Logistics,Safety Equipment,FedEx,Mombasa,Ethiopia,429,88.68,Cancelled,3,969,98,38043.72,38043.72
ORD-1176,2024-08-27,Nairobi Supplies Ltd,Safety Equipment,Siginon Logistics,Nairobi,Kenya,368,147.42,Cancelled,6,621,185,54250.56,54250.56
ORD-1309,2024-08-30,East Africa Logistics,Safety Equipment,G4S Logistics,Eldoret,Tanzania,106,175.92,Shipped,1,49,63,18647.52,18647.52
ORD-1306,2024-08-30,East Africa Logistics,Steel Rods,Siginon Logistics,Mombasa,Ethiopia,404,228.07,Cancelled,2,858,168,92140.28,92140.28
ORD-1250,2024-08-31,Dar es Salaam Imports,Chemical Compounds,Kenya Airways Cargo,Mombasa,Ethiopia,472,105.76,Delivered,3,588,157,49918.72,49918.72
ORD-1402,2024-09-01,Rift Valley Suppliers,Packaging Material,Siginon Logistics,Mombasa,Rwanda,77,213.45,Cancelled,10,229,193,16435.65,16435.65
ORD-1366,2024-09-03,Kenya Procurement Co,Electronic Components,DHL,Eldoret,Tanzania,313,211.89,Delivered,4,279,196,66321.57,66321.57
ORD-1299,2024-09-05,Mombasa Trading Co,Office Supplies,G4S Logistics,Mombasa,Uganda,303,153.98,Delivered,17,636,152,46655.94,46655.94
ORD-1365,2024-09-05,Dar es Salaam Imports,Steel Rods,DHL,Mombasa,Uganda,156,173.36,Delivered,5,998,100,27044.16,27044.16
ORD-1241,2024-09-05,Lake Region Trading,Medical Supplies,Kenya Airways Cargo,Eldoret,Ethiopia,420,23.67,Delivered,3,290,93,9941.4,9941.4
ORD-1387,2024-09-06,Pan-Africa Distributors,Electronic Components,Siginon Logistics,Eldoret,Tanzania,108,141.65,Delivered,14,69,90,15298.2,15298.2
ORD-1225,2024-09-07,Nairobi Supplies Ltd,Packaging Material,G4S Logistics,Eldoret,Rwanda,482,31.16,Delivered,13,323,95,15019.12,15019.12
ORD-1159,2024-09-09,East Africa Logistics,Electronic Components,Kenya Airways Cargo,Eldoret,Ethiopia,108,249.0,Shipped,11,142,159,26892.0,26892.0
ORD-1138,2024-09-12,Pan-Africa Distributors,Steel Rods,Siginon Logistics,Kisumu,Kenya,401,100.46,Delivered,6,643,77,40284.46,40284.46
ORD-1202,2024-09-13,Kampala Wholesale,Raw Cotton,G4S Logistics,Eldoret,Rwanda,22,134.45,Cancelled,5,782,64,2957.9,2957.9
ORD-1403,2024-09-14,Dar es Salaam Imports,Packaging Material,FedEx,Mombasa,Rwanda,298,26.53,Processing,8,711,155,7905.94,7905.94
ORD-1021,2024-09-15,Kenya Procurement Co,Packaging Material,Kenya Airways Cargo,Mombasa,Rwanda,318,42.99,Processing,6,510,140,13670.82,13670.82
ORD-1205,2024-09-16,Kampala Wholesale,Chemical Compounds,G4S Logistics,Nairobi,Kenya,196,244.59,Delivered,3,342,108,47939.64,47939.64
ORD-1457,2024-09-16,East Africa Logistics,Steel Rods,DHL,Mombasa,Ethiopia,389,231.98,Delivered,7,979,71,90240.22,90240.22
ORD-1212,2024-09-16,Kenya Procurement Co,Industrial Bearings,DHL,Kisumu,Rwanda,71,175.38,Shipped,13,20,169,12451.98,12451.98
ORD-1408,2024-09-17,Kampala Wholesale,Industrial Bearings,G4S Logistics,Eldoret,Ethiopia,393,9.47,Cancelled,13,57,156,3721.71,3721.71
ORD-1158,2024-09-17,Lake Region Trading,Electronic Components,FedEx,Eldoret,Tanzania,302,243.69,Shipped,3,710,107,73594.38,73594.38
ORD-1295,2024-09-20,Kenya Procurement Co,Electronic Components,Siginon Logistics,Mombasa,Tanzania,193,202.24,Shipped,11,9,187,39032.32,39032.32
ORD-1271,2024-09-21,Mombasa Trading Co,Machinery Parts,Siginon Logistics,Kisumu,Ethiopia,196,97.57,Delivered,19,35,95,19123.72,19123.72
ORD-1431,2024-09-24,Nairobi Supplies Ltd,Office Supplies,G4S Logistics,Eldoret,Kenya,36,26.39,Delivered,7,286,196,950.04,950.04
ORD-1475,2024-09-27,Pan-Africa Distributors,Medical Supplies,DHL,Mombasa,Tanzania,265,157.9,Delivered,0,549,81,41843.5,41843.5
ORD-1177,2024-09-27,Rift Valley Suppliers,Medical Supplies,DHL,Eldoret,Kenya,292,216.47,Delivered,3,973,153,63209.24,63209.24
ORD-1254,2024-09-27,Kenya Procurement Co,Electronic Components,DHL,Eldoret,Tanzania,105,97.3,Delivered,6,349,160,10216.5,10216.5
ORD-1405,2024-09-28,Pan-Africa Distributors,Raw Cotton,G4S Logistics,Eldoret,Uganda,286,18.64,Delivered,3,66,93,5331.04,5331.04
ORD-1221,2024-09-28,Dar es Salaam Imports,Office Supplies,Siginon Logistics,Nairobi,Ethiopia,455,229.24,Delivered,12,803,190,104304.2,104304.2
ORD-1245,2024-09-29,Kampala Wholesale,Safety Equipment,Kenya Airways Cargo,Eldoret,Uganda,234,230.2,Delivered,3,419,167,53866.8,53866.8
ORD-1106,2024-09-30,Dar es Salaam Imports,Electronic Components,FedEx,Nairobi,Uganda,471,14.55,Cancelled,6,146,169,6853.05,6853.05
ORD-1338,2024-10-01,Dar es Salaam Imports,Raw Cotton,FedEx,Kisumu,Tanzania,485,139.44,Delivered,17,418,106,67628.4,67628.4
ORD-1062,2024-10-01,Kampala Wholesale,Medical Supplies,FedEx,Kisumu,Ethiopia,397,183.86,Delivered,5,383,80,72992.42,72992.42
ORD-1186,2024-10-01,Dar es Salaam Imports,Medical Supplies,DHL,Mombasa,Kenya,72,177.75,Shipped,0,815,168,12798.0,12798.0
ORD-1455,2024-10-02,Global Freight KE,Machinery Parts,Kenya Airways Cargo,Eldoret,Uganda,15,55.23,Processing,0,629,54,828.45,828.45
ORD-1148,2024-10-02,East Africa Logistics,Medical Supplies,G4S Logistics,Kisumu,Kenya,144,125.79,Cancelled,1,330,57,18113.76,18113.76
ORD-1219,2024-10-03,Global Freight KE,Packaging Material,DHL,Kisumu,Kenya,349,99.13,Delivered,4,398,67,34596.37,34596.37
ORD-1356,2024-10-03,Pan-Africa Distributors,Machinery Parts,FedEx,Nairobi,Ethiopia,313,136.46,Processing,11,657,187,42711.98,42711.98
ORD-1301,2024-10-03,Kampala Wholesale,Raw Cotton,Siginon Logistics,Nairobi,Uganda,334,140.93,Delivered,8,583,87,47070.62,47070.62
ORD-1259,2024-10-03,Lake Region Trading,Chemical Compounds,FedEx,Kisumu,Ethiopia,327,20.56,Shipped,5,585,178,6723.12,6723.12
ORD-1395,2024-10-04,Lake Region Trading,Electronic Components,Kenya Airways Cargo,Nairobi,Kenya,319,127.07,Processing,4,955,155,40535.33,40535.33
ORD-1469,2024-10-05,Lake Region Trading,Electronic Components,Siginon Logistics,Mombasa,Kenya,200,82.47,Cancelled,0,455,87,16494.0,16494.0
ORD-1029,2024-10-06,Kenya Procurement Co,Raw Cotton,DHL,Mombasa,Ethiopia,286,85.03,Delivered,2,197,144,24318.58,24318.58
ORD-1012,2024-10-06,Kampala Wholesale,Chemical Compounds,FedEx,Kisumu,Uganda,340,22.38,Delivered,12,901,183,7609.2,7609.2
ORD-1352,2024-10-08,Dar es Salaam Imports,Medical Supplies,DHL,Eldoret,Rwanda,69,217.73,Shipped,2,319,139,15023.37,15023.37
ORD-1251,2024-10-08,Global Freight KE,Raw Cotton,Siginon Logistics,Mombasa,Uganda,324,195.51,Processing,0,643,160,63345.24,63345.24
ORD-1066,2024-10-09,Mombasa Trading Co,Steel Rods,Kenya Airways Cargo,Nairobi,Tanzania,251,34.44,Cancelled,0,335,179,8644.44,8644.44
ORD-1489,2024-10-10,East Africa Logistics,Safety Equipment,Siginon Logistics,Mombasa,Tanzania,297,45.85,Processing,1,986,174,13617.45,13617.45
ORD-1280,2024-10-10,Pan-Africa Distributors,Raw Cotton,G4S Logistics,Mombasa,Tanzania,234,70.82,Delivered,4,684,61,16571.88,16571.88
ORD-1479,2024-10-10,Global Freight KE,Steel Rods,G4S Logistics,Mombasa,Tanzania,290,92.06,Delivered,0,653,176,26697.4,26697.4
ORD-1179,2024-10-10,East Africa Logistics,Office Supplies,Siginon Logistics,Kisumu,Kenya,216,62.99,Shipped,0,961,98,13605.84,13605.84
ORD-1384,2024-10-11,Mombasa Trading Co,Industrial Bearings,Siginon Logistics,Mombasa,Kenya,236,122.5,Processing,4,647,106,28910.0,28910.0
ORD-1115,2024-10-12,Global Freight KE,Safety Equipment,Siginon Logistics,Kisumu,Kenya,376,174.76,Delivered,1,957,75,65709.76,65709.76
ORD-1147,2024-10-14,Dar es Salaam Imports,Packaging Material,DHL,Nairobi,Uganda,37,123.22,Delivered,0,364,150,4559.14,4559.14
ORD-1024,2024-10-14,Dar es Salaam Imports,Machinery Parts,Siginon Logistics,Kisumu,Uganda,423,215.8,Delivered,0,281,59,91283.4,91283.4
ORD-1452,2024-10-15,Pan-Africa Distributors,Packaging Material,Kenya Airways Cargo,Nairobi,Uganda,486,105.09,Delivered,2,347,114,51073.74,51073.74
ORD-1430,2024-10-16,Kampala Wholesale,Medical Supplies,Kenya Airways Cargo,Nairobi,Ethiopia,292,193.11,Delivered,8,476,98,56388.12,56388.12
ORD-1237,2024-10-17,Global Freight KE,Raw Cotton,Kenya Airways Cargo,Nairobi,Ethiopia,268,105.75,Cancelled,1,538,76,28341.0,28341.0
ORD-1132,2024-10-17,Global Freight KE,Machinery Parts,DHL,Kisumu,Ethiopia,138,171.56,Cancelled,0,970,97,23675.28,23675.28
ORD-1420,2024-10-18,Lake Region Trading,Chemical Compounds,DHL,Eldoret,Kenya,384,136.08,Cancelled,4,470,169,52254.72,52254.72
ORD-1304,2024-10-19,Lake Region Trading,Medical Supplies,FedEx,Eldoret,Ethiopia,207,139.12,Delivered,1,48,69,28797.84,28797.84
ORD-1305,2024-10-22,Lake Region Trading,Raw Cotton,Kenya Airways Cargo,Nairobi,Tanzania,479,115.47,Processing,2,153,66,55310.13,55310.13
